2023-04-15 10:42:03 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 10:42:03 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 10:42:03 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 10:42:03 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 10:42:03 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 10:42:03 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 10:45:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 10:45:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 10:45:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 10:45:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 10:45:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 10:45:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 10:45:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 10:45:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 10:45:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 10:45:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 10:45:02 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 10:45:03 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 10:48:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 10:48:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 10:48:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 10:48:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 10:48:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 10:48:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 10:48:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 10:48:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 10:48:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 10:48:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 10:48:02 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 10:48:02 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 10:51:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 10:51:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 10:51:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 10:51:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 10:51:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 10:51:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 10:51:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 10:51:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 10:51:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 10:51:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 10:51:02 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 10:51:02 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 10:54:03 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 10:54:03 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 10:54:03 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 10:54:03 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 10:54:03 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 10:54:03 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 10:54:03 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 10:54:03 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 10:54:03 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 10:54:03 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 10:54:03 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 10:54:03 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 10:57:03 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 10:57:03 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 10:57:03 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 10:57:03 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 10:57:03 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 10:57:03 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 10:57:03 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 10:57:03 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 10:57:03 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 10:57:03 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 10:57:03 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 10:57:03 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 11:00:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 11:00:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 11:00:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 11:00:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 11:00:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 11:00:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 11:00:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 11:00:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 11:00:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 11:00:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 11:00:03 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 11:00:03 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 11:03:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 11:03:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 11:03:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 11:03:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 11:03:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 11:03:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 11:03:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 11:03:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 11:03:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 11:03:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 11:03:02 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 11:03:02 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 11:06:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 11:06:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 11:06:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 11:06:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 11:06:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 11:06:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 11:06:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 11:06:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 11:06:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 11:06:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 11:06:02 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 11:06:02 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 11:09:03 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 11:09:03 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 11:09:03 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 11:09:03 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 11:09:03 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 11:09:03 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 11:09:03 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 11:09:03 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 11:09:03 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 11:09:03 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 11:09:03 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 11:09:03 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 11:12:03 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 11:12:03 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 11:12:03 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 11:12:03 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 11:12:03 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 11:12:03 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 11:12:03 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 11:12:03 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 11:12:03 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 11:12:03 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 11:12:03 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 11:12:03 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 11:15:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 11:15:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 11:15:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 11:15:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 11:15:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 11:15:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 11:15:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 11:15:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 11:15:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 11:15:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 11:15:02 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 11:15:02 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 11:18:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 11:18:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 11:18:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 11:18:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 11:18:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 11:18:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 11:18:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 11:18:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 11:18:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 11:18:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 11:18:02 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 11:18:02 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 11:21:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 11:21:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 11:21:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 11:21:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 11:21:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 11:21:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 11:21:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 11:21:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 11:21:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 11:21:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 11:21:02 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 11:21:02 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 11:24:03 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 11:24:03 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 11:24:03 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 11:24:03 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 11:24:03 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 11:24:03 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 11:24:03 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 11:24:03 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 11:24:03 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 11:24:03 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 11:24:03 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 11:24:03 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 11:27:03 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 11:27:03 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 11:27:03 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 11:27:03 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 11:27:03 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 11:27:03 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 11:27:03 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 11:27:03 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 11:27:03 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 11:27:03 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 11:27:03 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 11:27:03 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 11:30:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 11:30:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 11:30:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 11:30:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 11:30:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 11:30:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 11:30:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 11:30:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 11:30:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 11:30:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 11:30:02 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 11:30:02 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 11:33:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 11:33:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 11:33:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 11:33:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 11:33:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 11:33:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 11:33:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 11:33:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 11:33:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 11:33:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 11:33:02 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 11:33:02 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 11:36:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 11:36:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 11:36:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 11:36:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 11:36:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 11:36:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 11:36:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 11:36:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 11:36:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 11:36:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 11:36:02 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 11:36:02 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 11:39:03 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 11:39:03 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 11:39:03 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 11:39:03 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 11:39:03 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 11:39:03 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 11:39:03 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 11:39:03 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 11:39:03 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 11:39:03 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 11:39:03 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 11:39:03 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 11:42:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 11:42:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 11:42:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 11:42:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 11:42:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 11:42:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 11:42:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 11:42:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 11:42:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 11:42:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 11:42:03 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 11:42:03 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-15 11:45:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-15 11:45:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-15 11:45:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-15 11:45:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-15 11:45:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-15 11:45:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-15 11:45:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-15 11:45:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-15 11:45:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-15 11:45:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-15 11:45:02 | [ERROR] | (request.py).|getQueryShop(62) | Expecting value: line 1 column 2 (char 1)
2023-04-15 11:45:02 | [INFO] | (main.py).|main(107) | Change in stores - None
2023-04-17 09:21:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 09:21:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 09:21:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 09:21:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 09:21:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 09:21:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 09:21:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 09:21:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 09:21:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 09:21:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 09:21:03 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 09:21:03 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 09:21:03 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 09:24:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 09:24:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 09:24:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 09:24:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 09:24:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 09:24:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 09:24:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 09:24:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 09:24:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 09:24:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 09:24:02 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 09:24:02 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 09:24:02 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 09:27:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 09:27:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 09:27:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 09:27:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 09:27:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 09:27:02 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 09:27:02 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 09:27:02 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 09:27:02 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 09:27:02 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 09:27:02 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 09:27:02 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 09:27:02 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 09:30:03 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 09:30:03 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 09:30:03 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 09:30:03 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 09:30:03 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
2023-04-17 09:30:03 | [INFO] | (main.py).|main(73) | Number of open cash shifts - 0
2023-04-17 09:30:03 | [INFO] | (dbMysql.py).|get_last_workshift(42) | Date of the last closed cash shift - 279
2023-04-17 09:30:03 | [INFO] | (dbMysql.py).|get_last_workshift(65) | Getting data on the last closed cash shifts
2023-04-17 09:30:03 | [INFO] | (main.py).|main(88) | Number of closed cash shifts - 0
2023-04-17 09:30:03 | [WARNING] | (main.py).|main(89) | l_workshift - ()
2023-04-17 09:30:03 | [INFO] | (main.py).|main(107) | Change in stores - []
2023-04-17 09:30:03 | [INFO] | (main.py).|main(118) | End programs
2023-04-17 09:30:03 | [INFO] | (main.py).|main(119) | *****************************************************************
2023-04-17 09:33:02 | [INFO] | (main.py).|main(54) | Start programs
2023-04-17 09:33:02 | [INFO] | (main.py).|main(55) | Current path /home/administrator
2023-04-17 09:33:02 | [INFO] | (db.py).|__init__(56) | Connect DB
2023-04-17 09:33:02 | [INFO] | (db.py).|__init__(59) | Start create DB
2023-04-17 09:33:02 | [INFO] | (db.py).|__init__(71) | Connect to MySql DB
